Torrey Smith,WR,BAL,7,12.1,8.1,7.6,25.1,1.7,23.4,7.2,1,1,2,14.3,14.3,28.6
Reggie Wayne,WR,IND,7,12,10.1,7.5,19.6,7.1,12.5,5.1,0,2,2,0,28.6,28.6
Andre Johnson,WR,HOU,7,11.8,9.5,10.9,20.6,5.4,15.2,5.3,0,1,3,0,14.3,42.9
Julian Edelman,WR,NE,7,11.7,6.8,6.9,23.4,5.2,18.2,6.5,0,1,3,0,14.3,42.9
Larry Fitzgerald,WR,ARI,7,11.5,9.2,2.7,24,2.7,21.3,8.2,1,2,3,14.3,28.6,42.9
Brian Hartline,WR,MIA,6,11.3,9,8,21.9,4.9,17,5.9,0,1,2,0,16.7,33.3
Anquan Boldin,WR,SF,7,11.2,5.8,9.9,33.3,1.2,32.1,11.2,2,2,2,28.6,28.6,28.6
James Jones,WR,GB,5,11,11.1,1.5,21.3,0,21.3,10.1,2,2,2,40,40,40
Nate Burleson,WR,DET,3,10.9,,,14.6,7.2,7.4,3.7,0,0,1,0,0,33.3
Keenan Allen,WR,SD,6,10.8,16.6,8.2,21.2,0.1,21.1,8.5,1,2,2,16.7,33.3,33.3
Cecil Shorts,WR,JAX,7,10.7,9.3,12,18.3,0,18.3,6.3,1,1,3,14.3,14.3,42.9
Eddie Royal,WR,SD,7,10.6,5.8,14.9,30.5,0.4,30.1,10.7,2,1,3,28.6,14.3,42.9
Steve Smith,WR,CAR,6,10.2,11.3,15.4,15.4,5.5,9.9,3.9,0,0,2,0,0,33.3
Rueben Randle,WR,NYG,7,10.1,16.4,9.5,24.6,1.2,23.4,8.1,2,1,3,28.6,14.3,42.9
Kendall Wright,WR,TEN,7,9.9,11.4,14.3,14.9,2.1,12.8,4.3,1,0,2,14.3,0,28.6
Nate Washington,WR,TEN,7,9.8,4.7,7.7,24.5,2,22.5,8,1,2,2,14.3,28.6,28.6
Kenbrell Thompkins,WR,NE,7,9.8,5.9,2.6,21.7,2.6,19.1,7.5,2,2,2,28.6,28.6,28.6
Brandon Gibson,WR,MIA,6,9.8,14,9.4,18.5,1.6,16.9,5.5,1,1,1,16.7,16.7,16.7
Stevie Johnson,WR,BUF,6,9.8,6,2.9,21.1,0.4,20.7,7.5,2,1,2,33.3,16.7,33.3
Terrance Williams,WR,DAL,7,9.7,17,16.1,25.3,0,25.3,8.6,2,2,2,28.6,28.6,28.6
T.Y. Hilton,WR,IND,7,9.7,13,3.7,28.5,2.3,26.2,9.4,3,1,2,42.9,14.3,28.6
Greg Jennings,WR,MIN,6,9.5,6.3,6.1,22.7,4.8,17.9,6.8,0,1,1,0,16.7,16.7
Mike Wallace,WR,MIA,6,9.4,12.7,14,22,2,20,7.8,3,1,2,50,16.7,33.3
DeAndre Hopkins,WR,HOU,7,9.4,7.5,15.1,21.2,3.3,17.9,6.7,2,1,2,28.6,14.3,28.6
Jeremy Kerley,WR,NYJ,6,9.3,12.6,19.7,19.7,2.9,16.8,6.8,2,1,2,33.3,16.7,33.3
Michael Floyd,WR,ARI,7,9.1,10.5,10.1,12.9,3.7,9.2,3,1,0,1,14.3,0,14.3
Malcom Floyd,WR,SD,2,9,,,12.7,5.2,7.5,5.3,0,0,1,0,0,50
Jerome Simpson,WR,MIN,6,8.9,4.9,4.7,17.5,4.4,13.1,6.1,0,1,2,0,16.7,33.3
Brandon LaFell,WR,CAR,6,8.9,10.4,5,19.6,0,19.6,8.3,2,2,2,33.3,33.3,33.3
Santonio Holmes,WR,NYJ,4,8.8,,,23.9,1.8,22.1,10.3,2,1,1,50,25,25
Austin Pettis,WR,STL,7,8.8,7.8,2.7,18.9,1.7,17.2,7.1,3,2,2,42.9,28.6,28.6
Marlon Brown,WR,BAL,6,8.8,6.3,4.2,14.5,1.6,12.9,5,1,0,2,16.7,0,33.3
Harry Douglas,WR,ATL,6,8.7,13,1.6,24.4,-0.6,25,8.9,1,1,1,16.7,16.7,16.7
Hakeem Nicks,WR,NYG,7,8.6,10.5,3.8,18.7,0,18.7,6.4,2,1,2,28.6,14.3,28.6
Marques Colston,WR,NO,6,8.4,2.1,1.6,15.3,1.6,13.7,5.5,2,0,2,33.3,0,33.3
Jerricho Cotchery,WR,PIT,6,8.3,3.1,6.1,18.8,0,18.8,6.3,1,1,1,16.7,16.7,16.7
Mike Williams,WR,TB,5,8.2,5.2,,13.2,1.9,11.3,4.7,1,0,1,20,0,20
Golden Tate,WR,SEA,7,8.1,10,9.7,14.6,2.4,12.2,4.9,2,0,2,28.6,0,28.6
Emmanuel Sanders,WR,PIT,6,8.1,7.9,1.2,14.5,1.2,13.3,4.5,1,0,1,16.7,0,16.7
Marvin Jones,WR,CIN,7,8,12.5,13.7,18,0,18,6.5,2,1,2,28.6,14.3,28.6
Ted Ginn Jr.,WR,CAR,6,8,5.7,4.4,15.7,1.5,14.2,5.9,2,0,2,33.3,0,33.3
Danny Amendola,WR,NE,3,8,4.3,1.1,15.4,1.1,14.3,7.2,1,0,1,33.3,0,33.3
Robert Woods,WR,BUF,7,8,4.9,3.9,17.3,1.9,15.4,5.2,2,1,1,28.6,14.3,14.3
Mike Brown,WR,JAX,3,7.8,10.7,14.5,14.5,1.9,12.6,6.3,1,0,1,33.3,0,33.3
Dwayne Bowe,WR,KC,7,7.7,6.9,9.1,13.8,0.9,12.9,4.7,1,0,2,14.3,0,28.6
Leonard Hankerson,WR,WAS,6,7.6,3.9,3.1,22.5,3.1,19.4,7.4,2,1,1,33.3,16.7,16.7
Doug Baldwin,WR,SEA,7,7.6,6.5,2.1,12.9,2.1,10.8,3.7,1,0,1,14.3,0,14.3
Rod Streater,WR,OAK,6,7.3,9.6,6.1,13.1,2.8,10.3,3.7,1,0,1,16.7,0,16.7
Riley Cooper,WR,PHI,7,7.3,10.6,11.8,20,0,20,6.9,4,1,1,57.1,14.3,14.3
Aaron Dobson,WR,NE,6,7.2,6.7,4.9,13.1,1.5,11.6,4,1,0,1,16.7,0,16.7
Donnie Avery,WR,KC,7,7,5,4.8,17.6,-0.4,18,5.8,1,1,1,14.3,14.3,14.3
Jacoby Jones,WR,BAL,3,6.8,8.2,5.2,11.2,3.9,7.3,3.9,1,0,0,33.3,0,0
Sidney Rice,WR,SEA,7,6.7,5.4,12.5,22.4,1.3,21.1,8,4,1,2,57.1,14.3,28.6
Vincent Brown,WR,SD,7,6.6,7.8,3.6,15.7,2.1,13.6,4.6,2,0,1,28.6,0,14.3
Tavon Austin,WR,STL,7,6.5,3.3,4.4,20.5,0.8,19.7,7.2,2,1,1,28.6,14.3,14.3
Stephen Hill,WR,NYJ,7,6.5,3.8,2.2,18.3,0,18.3,6,3,1,1,42.9,14.3,14.3
Cole Beasley,WR,DAL,5,6.3,9.1,8.3,12.7,1.2,11.5,4.5,2,0,1,40,0,20
Kenny Stills,WR,NO,5,6.2,7,13.9,13.9,0,13.9,5.7,2,0,1,40,0,20
Kris Durham,WR,DET,7,6,9.8,6.6,12.3,0,12.3,4.5,3,0,1,42.9,0,14.3
Santana Moss,WR,WAS,6,5.9,2.5,0,11.6,0,11.6,5.2,2,0,0,33.3,0,0
Brittan Golden,WR,ARI,1,5.8,5.8,5.8,5.8,5.8,0,,0,0,0,0,0,0
Darrius Heyward-Bey,WR,IND,7,5.4,5.9,15.4,15.4,0.7,14.7,5.1,3,0,1,42.9,0,14.3
Greg Little,WR,CLE,7,5.3,7.9,6.9,8.6,0,8.6,3,2,0,0,28.6,0,0
Jason Avant,WR,PHI,7,5.2,4.5,4.7,17.2,0.3,16.9,5.6,3,1,1,42.9,14.3,14.3
Chris Givens,WR,STL,7,5.2,2.8,2.9,13,2.6,10.4,3.7,5,0,1,71.4,0,14.3
Davone Bess,WR,CLE,7,5.1,2.9,2.1,10.2,2.1,8.1,2.9,4,0,0,57.1,0,0
Tandon Doss,WR,BAL,6,5.1,7.9,4.5,11.9,0,11.9,4.6,2,0,0,33.3,0,0
Mohamed Sanu,WR,CIN,7,4.8,4.1,1.7,8.8,1.7,7.1,2.8,4,0,0,57.1,0,0
David Nelson,WR,NYJ,3,4.5,4.5,10,10,1.6,8.4,4.8,2,0,0,66.7,0,0
Brian Quick,WR,STL,7,4.3,7.7,10.7,10.7,1.2,9.5,3.6,4,0,0,57.1,0,0
Chris Owusu,WR,TB,2,4.3,4.3,4.2,4.3,4.2,0.1,0.1,0,0,0,0,0,0
Jarrett Boykin,WR,GB,6,4.2,8.4,20.3,20.3,0,20.3,8.1,4,1,1,66.7,16.7,16.7
Brandon Stokley,WR,BAL,3,4.1,,,5.6,1.4,4.2,2.4,1,0,0,33.3,0,0
Jermaine Kearse,WR,SEA,7,4.1,4.9,2.2,11.9,0,11.9,4.6,5,0,0,71.4,0,0
Ace Sanders,WR,JAX,6,4.1,0.7,1.4,8.9,0,8.9,3.6,4,0,0,66.7,0,0
Miles Austin,WR,DAL,5,4,0,0,12.2,0,12.2,5,3,0,1,60,0,20
