"K","Mason Crosby",3200,"GB@SF 04:25PM ET",0
"RB","Bryce Brown",3200,"Phi@Was 07:10PM ET",0
"K","Jay Feely",3100,"Ari@StL 04:25PM ET",0
"K","Josh Scobee",3100,"KC@Jac 01:00PM ET",0
"RB","Mikel LeShoure",3100,"Min@Det 01:00PM ET",0
"RB","Johnathan Franklin",3100,"GB@SF 04:25PM ET",0
"WR","Stephen Hill",3100,"TB@NYJ 01:00PM ET",0
"WR","Donnie Avery",3100,"KC@Jac 01:00PM ET",0
"K","Robbie Gould",3100,"Cin@Chi 01:00PM ET",0
"WR","Davone Bess",3100,"Mia@Cle 01:00PM ET",0
"DST","Cowboys ",3100,"NYG@Dal 08:30PM ET",0
"K","Rob Bironas",3100,"Ten@Pit 01:00PM ET",0
"TE","Zach Miller (SEA)",3100,"Sea@Car 01:00PM ET",0
"K","Lawrence Tynes",3100,"TB@NYJ 01:00PM ET",0
"DST","Dolphins ",3100,"Mia@Cle 01:00PM ET",0
"TE","Coby Fleener",3100,"Oak@Ind 01:00PM ET",0
"RB","Shonn Greene",3100,"Ten@Pit 01:00PM ET",0
"K","Mike Nugent",3000,"Cin@Chi 01:00PM ET",0
"RB","Cedric Benson",3000,"GB@SF 04:25PM ET",0
"WR","Joshua Cribbs",3000,"Oak@Ind 01:00PM ET",0
"WR","Nick Toon",3000,"Atl@NO 01:00PM ET",0
"RB","Chris Polk",3000,"Phi@Was 07:10PM ET",0
"WR","Chris Harper",3000,"Sea@Car 01:00PM ET",0
"WR","Brad Smith",3000,"NE@Buf 01:00PM ET",0
"TE","Allen Reisner",3000,"KC@Jac 01:00PM ET",0
"TE","Jeff King",3000,"Ari@StL 04:25PM ET",0
"RB","Cyrus Gray",3000,"KC@Jac 01:00PM ET",0
"WR","Jeff Fuller",3000,"Mia@Cle 01:00PM ET",0
"WR","Juron Criner",3000,"Oak@Ind 01:00PM ET",0
"WR","Patrick Edwards",3000,"Min@Det 01:00PM ET",0
"WR","Danny Coale",3000,"NYG@Dal 08:30PM ET",0
"RB","Ryan Grant",3000,"GB@SF 04:25PM ET",0
"K","Caleb Sturgis",3000,"Mia@Cle 01:00PM ET",0
"RB","LeGarrette Blount",3000,"NE@Buf 01:00PM ET",0
"RB","Rhett Ellison",3000,"Min@Det 01:00PM ET",0
"WR","Courtney Roby",3000,"Atl@NO 01:00PM ET",0
"WR","Micheal Spurlock",3000,"Min@Det 01:00PM ET",0
"RB","Joe McKnight",3000,"TB@NYJ 01:00PM ET",0
"RB","Jonathan Grimes",3000,"KC@Jac 01:00PM ET",0
"WR","Donald Jones",3000,"NE@Buf 01:00PM ET",0
"WR","Marvin Jones",3000,"Cin@Chi 01:00PM ET",0
"RB","Bradie Ewing",3000,"Atl@NO 01:00PM ET",0
"RB","Andre Ellington",3000,"Ari@StL 04:25PM ET",0
"RB","Jamie Harper",3000,"Ten@Pit 01:00PM ET",0
"TE","Michael Egnew",3000,"Mia@Cle 01:00PM ET",0
"RB","Jeff Demps",3000,"TB@NYJ 01:00PM ET",0
"K","Nick Novak",3000,"Hou@SD 10:20PM ET",0
"WR","Griff Whalen",3000,"Oak@Ind 01:00PM ET",0
"TE","Mychal Rivera",3000,"Oak@Ind 01:00PM ET",0
"WR","Brice Butler",3000,"Oak@Ind 01:00PM ET",0
"WR","Marvin McNutt",3000,"Mia@Cle 01:00PM ET",0
"WR","Braylon Edwards",3000,"TB@NYJ 01:00PM ET",0
"RB","Kenjon Barner",3000,"Sea@Car 01:00PM ET",0
"WR","Roscoe Parrish",3000,"TB@NYJ 01:00PM ET",0
"TE","Tony Scheffler",3000,"Min@Det 01:00PM ET",0
"WR","Chris Owusu",3000,"TB@NYJ 01:00PM ET",0
"TE","Taylor Thompson",3000,"Ten@Pit 01:00PM ET",0
"WR","Terrance Williams",3000,"NYG@Dal 08:30PM ET",0
"WR","Cole Beasley",3000,"NYG@Dal 08:30PM ET",0
"TE","Charles Clay",3000,"Mia@Cle 01:00PM ET",0
"WR","Brandon Lloyd",3000,"NE@Buf 01:00PM ET",0
"RB","Will Johnson",3000,"Ten@Pit 01:00PM ET",0
"TE","Garrett Celek",3000,"GB@SF 04:25PM ET",0
"TE","Donald Lee",3000,"Cin@Chi 01:00PM ET",0
"WR","Brian Hernandez",3000,"Phi@Was 07:10PM ET",0
"RB","Evan Rodriguez",3000,"Mia@Cle 01:00PM ET",0
"RB","Deji Karim",3000,"Hou@SD 10:20PM ET",0
"WR","Kevin Elliott",3000,"NE@Buf 01:00PM ET",0
"RB","Robert Hughes",3000,"Oak@Ind 01:00PM ET",0
"WR","Kamar Aiken",3000,"NE@Buf 01:00PM ET",0
"WR","Kevin Walter",3000,"Ten@Pit 01:00PM ET",0
"WR","Nick Miller",3000,"Phi@Was 07:10PM ET",0
"WR","Aldrick Robinson",3000,"Phi@Was 07:10PM ET",0
"WR","Derek Hagan",3000,"TB@NYJ 01:00PM ET",0
"WR","Mike Brown",3000,"KC@Jac 01:00PM ET",0
"RB","Anthony Sherman",3000,"KC@Jac 01:00PM ET",0
"WR","Nathan Palmer",3000,"Oak@Ind 01:00PM ET",0
"RB","Travaris Cadet",3000,"Atl@NO 01:00PM ET",0
"K","Nick Folk",3000,"TB@NYJ 01:00PM ET",0
"RB","Robert Turbin",3000,"Sea@Car 01:00PM ET",0
"WR","Drew Davis",3000,"Atl@NO 01:00PM ET",0
"RB","Terrance Ganaway",3000,"Ari@StL 04:25PM ET",0
"TE","Dante Rosario",3000,"NYG@Dal 08:30PM ET",0
"TE","Craig Stevens",3000,"Ten@Pit 01:00PM ET",0
"RB","Bernard Scott",3000,"Cin@Chi 01:00PM ET",0
"RB","Owen Marecic",3000,"Mia@Cle 01:00PM ET",0
"TE","Zach Sudfeld",3000,"NE@Buf 01:00PM ET",0
"WR","Doug Baldwin",3000,"Sea@Car 01:00PM ET",0
"TE","James Hanna",3000,"NYG@Dal 08:30PM ET",0
"WR","Kevin Cone",3000,"Atl@NO 01:00PM ET",0
"TE","David Paulson",3000,"Ten@Pit 01:00PM ET",0
"WR","Kevin Dorsey",3000,"GB@SF 04:25PM ET",0
"TE","Weslye Saunders",3000,"Oak@Ind 01:00PM ET",0
"K","Billy Cundiff",3000,"TB@NYJ 01:00PM ET",0
"RB","Michael Robinson",3000,"Sea@Car 01:00PM ET",0
"TE","Niles Paul",3000,"Phi@Was 07:10PM ET",0
"RB","Roy Helu",3000,"Phi@Was 07:10PM ET",0
"WR","Jerrel Jernigan",3000,"NYG@Dal 08:30PM ET",0
"RB","Jeremy Stewart",3000,"Oak@Ind 01:00PM ET",0
"WR","Toney Clemons",3000,"KC@Jac 01:00PM ET",0
"TE","D.J. Williams",3000,"GB@SF 04:25PM ET",0
"WR","Ryan Whalen",3000,"Cin@Chi 01:00PM ET",0
"WR","Devon Wylie",3000,"KC@Jac 01:00PM ET",0
"TE","Alex Smith (CIN)",3000,"Cin@Chi 01:00PM ET",0
"RB","Chris Thompson",3000,"Phi@Was 07:10PM ET",0
"RB","Cierre Wood",3000,"Hou@SD 10:20PM ET",0
"RB","Joique Bell",3000,"Min@Det 01:00PM ET",0
"RB","Theo Riddick",3000,"Min@Det 01:00PM ET",0
"RB","William Powell",3000,"Phi@Was 07:10PM ET",0
"K","Dustin Hopkins",3000,"NE@Buf 01:00PM ET",0
"WR","Ricardo Lockette",3000,"GB@SF 04:25PM ET",0
"TE","Dion Sims",3000,"Mia@Cle 01:00PM ET",0
"RB","Ray Graham",3000,"Hou@SD 10:20PM ET",0
"WR","Cobi Hamilton",3000,"Cin@Chi 01:00PM ET",0
"WR","Ryan Swope",3000,"Ari@StL 04:25PM ET",0
"WR","Denard Robinson",3000,"KC@Jac 01:00PM ET",0
"RB","Edwin Baker",3000,"Hou@SD 10:20PM ET",0
"WR","Plaxico Burress",3000,"Ten@Pit 01:00PM ET",0
"WR","Marquise Goodwin",3000,"NE@Buf 01:00PM ET",0
"TE","Gavin Escobar",3000,"NYG@Dal 08:30PM ET",0
"TE","Nick Kasa",3000,"Oak@Ind 01:00PM ET",0
"RB","Stepfan Taylor",3000,"Ari@StL 04:25PM ET",0
"TE","Levine Toilolo",3000,"Atl@NO 01:00PM ET",0
"RB","Alex Green",3000,"GB@SF 04:25PM ET",0
"RB","Mike Gillislee",3000,"Mia@Cle 01:00PM ET",0
"TE","Jordan Reed",3000,"Phi@Was 07:10PM ET",0
"DST","Jaguars ",3000,"KC@Jac 01:00PM ET",0
"RB","Kerwynn Williams",3000,"Oak@Ind 01:00PM ET",0
"WR","Randy Moss",3000,"GB@SF 04:25PM ET",0
"K","Jason Hanson",3000,"Min@Det 01:00PM ET",0
"TE","Orson Charles",3000,"Cin@Chi 01:00PM ET",0
"WR","Stephen Burton",3000,"Min@Det 01:00PM ET",0
"WR","Clyde Gates",3000,"TB@NYJ 01:00PM ET",0
"WR","Andre Holmes",3000,"Oak@Ind 01:00PM ET",0
"WR","Keenan Allen",3000,"Hou@SD 10:20PM ET",0
"WR","Rishard Matthews",3000,"Mia@Cle 01:00PM ET",0
"DST","Lions ",3000,"Min@Det 01:00PM ET",0
"WR","Corey Fuller",3000,"Min@Det 01:00PM ET",0
"DST","Bills ",3000,"NE@Buf 01:00PM ET",0
"TE","Hayden Smith",3000,"TB@NYJ 01:00PM ET",0
"WR","Cordarrelle Patterson",3000,"Min@Det 01:00PM ET",0
"WR","Marquess Wilson",3000,"Cin@Chi 01:00PM ET",0
"WR","Michael Preston",3000,"Ten@Pit 01:00PM ET",0
"WR","Quinton Patton",3000,"GB@SF 04:25PM ET",0
"WR","Justin Brown",3000,"Ten@Pit 01:00PM ET",0
"RB","Armond Smith",3000,"Sea@Car 01:00PM ET",0
"RB","Spencer Ware",3000,"Sea@Car 01:00PM ET",0
"WR","Alan Bonner",3000,"Hou@SD 10:20PM ET",0
"DST","Eagles ",3000,"Phi@Was 07:10PM ET",0
"DST","Jets ",3000,"TB@NYJ 01:00PM ET",0
"WR","Justin Hunter",3000,"Ten@Pit 01:00PM ET",0
"WR","Kenbrell Thompkins",3000,"NE@Buf 01:00PM ET",0
"WR","Ace Sanders",3000,"KC@Jac 01:00PM ET",0
"DST","Titans ",3000,"Ten@Pit 01:00PM ET",0
"WR","Da'Rick Rogers",3000,"NE@Buf 01:00PM ET",0
