Andrew Brown,RF/LF,7.95,2800
Jose Molina,C,7.9,2900
Jordan Schafer,CF/LF,8.09,2900
Erick Aybar,SS,8.29,3700
Wilin Rosario,C,7.91,4400
Miguel Montero,C,7.75,3700
Victor Martinez,DH/1B,7.9,3700
Mitch Moreland,1B/RF,7.6,3700
Nate Schierholtz,RF,7.75,3400
Neil Walker,2B/3B,7.87,3400
Kole Calhoun,RF/LF,7.86,3200
Alex Gordon,LF,7.92,4400
Didi Gregorius,SS,7.62,4000
Eduardo Nunez,SS,7.65,3900
Drew Stubbs,RF/CF,7.69,0
Brett Lawrie,3B,7.53,3700
J.P. Arencibia,C,7.43,3500
Omar Infante,2B,7.51,3300
Clint Barmes,SS,7.42,3000
Conor Gillaspie,3B,7.45,0
Ryan Ludwick,LF,7.52,3200
Jack Hannahan,3B,7.31,2600
Sean Halton,1B,7.41,2000
Freddie Freeman,1B,7.69,4300
Mike Zunino,C,7.37,0
Billy Butler,DH/1B,7.61,3600
Leonys Martin,CF,7.25,4300
Zack Cozart,SS,7.44,3200
Alexi Amarista,CF/2B,7.74,3300
Jedd Gyorko,2B/3B,7.56,4400
Mike Aviles,SS/3B,7.35,0
Norichika Aoki,RF/CF,7.57,3600
Ryan Raburn,RF/LF,7.34,0
Alcides Escobar,SS,7.39,3500
Michael Saunders,CF/RF,7.39,3000
Jarrod Dyson,CF,7.18,3200
Emilio Bonifacio,2B/CF,7.6,3000
Logan Schafer,LF/CF,7.16,3400
Kendrys Morales,1B/RF,7.51,3500
Adeiny Hechavarria,SS/3B,7.55,2600
Lucas Duda,LF/1B,7.08,3600
David Freese,3B,7.06,3400
Anthony Gose,LF/CF,7.1,3200
Aramis Ramirez,3B,7.14,4100
L.J. Hoes,RF/CF,7.29,3300
Will Middlebrooks,3B,7,3600
David Lough,RF/CF,7.19,2600
Kevin Frandsen,2B/1B,7.22,2600
Jose Iglesias,SS/3B,7,3000
A.J. Ellis,C,6.94,2800
Collin Cowgill,CF/LF,7.2,2800
Nick Punto,SS/2B,7.19,2500
Eric Chavez,3B,7.22,3900
Chase Headley,3B,7.15,4700
Alex Presley,LF/RF,7.31,3200
Andre Ethier,RF/CF,6.9,3100
Gerardo Parra,RF/CF,6.89,4100
Ed Lucas,3B/2B,6.94,2600
Adam Lind,1B,7.08,4100
Dustin Ackley,2B,6.92,3000
Chris Stewart,C,6.67,3200
Juan Uribe,3B,6.91,3200
Nolan Arenado,3B,6.78,3700
Daniel Descalso,2B/SS,6.69,3000
Martin Prado,3B/2B,6.78,4300
Avisail Garcia,CF/RF,6.88,0
Elliot Johnson,2B/SS,6.75,2900
Colby Rasmus,CF,6.79,4100
Freddy Galvis,2B,6.63,3200
Paul Konerko,1B,6.61,0
Marco Scutaro,2B,6.84,3400
Devin Mesoraco,C,6.67,3100
Brandon Barnes,CF/RF,6.43,2600
Matt Adams,1B,6.42,3200
Ruben Tejada,SS,6.36,3200
Oswaldo Arcia,LF/RF,6.47,3400
Jackie Bradley,LF/CF,6.24,0
Brandon Laird,1B/3B,6.59,2700
Trevor Plouffe,3B,6.48,3400
Travis d'Arnaud,C,6.3,2000
Lyle Overbay,1B,6.46,3500
Steve Lombardozzi,2B/LF,6.24,2800
Ronny Cedeno,SS,6.42,3700
Dayan Viciedo,LF,6.15,0
Nick Hundley,C,6.24,3700
Andrew Romine,SS/3B,6.45,2300
Pablo Sandoval,3B,6.28,3900
Juan Perez,CF,6.03,2000
Clete Thomas,CF/LF,6.04,2800
Mark Ellis,2B,6.01,3200
Donovan Solano,2B/LF,5.97,3000
Chris Parmelee,RF/1B,6.14,2600
Scooter Gennett,2B/SS,6.09,2600
Brett Pill,1B/LF,5.97,2500
Placido Polanco,3B/2B,6.22,2200
Mark Kotsay,LF/RF,5.92,2700
Darwin Barney,2B,5.89,3000
Kurt Suzuki,C,5.59,3100
Darin Mastroianni,RF/CF,5.56,3100
Eduardo Escobar,SS/3B,5.25,3200
Joaquin Arias,3B/SS,5.26,2400
Cody Clark,C,4.55,2000
Zach Lutz,1B/3B,4.07,2000
Koyie Hill,C,3.94,2000
Steve Clevenger,C,3.57,2200
Bryan Anderson,C,2.93,0
Clayton Kershaw,SP,18.61,11800
Justin Verlander,SP,17.16,10700
Adam Wainwright,SP,17.06,9500
Mat Latos,SP,15.39,9600
Danny Salazar,SP,15.25,0
Chris Archer,SP,15.21,8200
Madison Bumgarner,SP,14.95,9200
John Lackey,SP,14.63,7900
Paul Maholm,SP,14.55,6900
Jonathon Niese,SP,14.4,9900
Charlie Morton,SP,14.35,6700
Derek Holland,SP,14.18,8200
Brad Hand,RP,13.8,5000
Brandon McCarthy,SP,13.44,6600
Ross Ohlendorf,RP/SP,13.25,6100
Hector Santiago,SP/RP,12.97,0
Dan Straily,SP,12,6200
Hisashi Iwakuma,SP/RP,11.95,8500
Hiroki Kuroda,SP,11.94,7600
Kyle Lohse,SP,11.87,7500
Jason Hammel,SP,11.35,6500
Ian Kennedy,SP,11.03,8100
Jason Vargas,SP/RP,11,8400
Jake Arrieta,SP,10.77,6400
Bruce Chen,SP/RP,10.04,7500
Tyler Chatwood,SP/RP,9.62,6700
Todd Redmond,SP/RP,9.33,5900
Dallas Keuchel,SP/RP,8.3,4200
Kyle Kendrick,SP,7.84,6800
Kevin Correia,SP,7.76,6400
Craig Kimbrel,RP,1.26,4200
Joaquin Benoit,RP,0.99,4200
Aroldis Chapman,RP,0.97,4200
Jason Grilli,RP,0.88,4200
Brad Ziegler,RP,0.82,4200
Rex Brothers,RP,0.8,4200
Jim Henderson,RP,0.79,4200
Chris Perez,RP,0.73,0
Jim Johnson,RP,0.69,4200
Casey Janssen,RP,0.69,4200
Kevin Gregg,RP,0.64,4200
Greg Holland,RP,0.62,4200
Huston Street,RP,0.6,4200
Addison Reed,RP,0.58,0
